Time Stamp (EST),Player Name,Serial,Set,Tier,Series,Play,Date of Moment,Team,Circulation Count,Owned,Unique Owners,In Packs,Minted,Held by TS,Collector Score,Gain/Loss,Purchase Price,Low Ask,4h,24h,7d,Listings,Purchase Date,Top Shot Debut,Rookie Premiere,Rookie Mint,Rookie Year,Edition State,Play ID,Set ID,Top Shot Link
2022-01-16 22:35,Jarrett Allen,11172,Base Set,Common,4,Dunk,2021-10-22 23:00:00+00:00,Cleveland Cavaliers,60000,41333,0,6211,20803,0,2,1.00,2,3.00,0.00,0.00,0.00,2547,2021-12-30 20:22:53+00:00,,,,,VISIBLE,e09499f2-5afc-44ce-9295-1d81769e4a06,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+e09499f2-5afc-44ce-9295-1d81769e4a06
2022-01-16 22:35,Facundo Campazzo,57105,Base Set,Common,4,Layup,2021-10-23 01:00:00+00:00,Denver Nuggets,60000,41286,0,6258,22004,0,2,3.00,0,3.00,0.00,50.00,0.00,2425,2021-11-13 01:52:13+00:00,,,,,VISIBLE,4b3b7556-28b8-43ff-bc93-eb41997c3955,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4b3b7556-28b8-43ff-bc93-eb41997c3955
2022-01-16 22:34,Tyler Herro,17546,Base Set,Common,4,3 Pointer,2021-10-23 23:00:00+00:00,Miami Heat,60000,41518,0,6025,18939,0,2,1.00,2,3.00,0.00,0.00,0.00,2828,2021-12-30 20:17:26+00:00,,,,,VISIBLE,6e286a96-8202-484e-8bba-703afdf58a81,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+6e286a96-8202-484e-8bba-703afdf58a81
2022-01-16 22:34,Jonas Valančiūnas,50701,Base Set,Common,4,Assist,2021-10-26 00:00:00+00:00,New Orleans Pelicans,60000,41506,0,6037,20514,0,2,3.00,0,3.00,0.00,0.00,0.00,1224,2021-11-29 23:59:33+00:00,,,,,VISIBLE,9efea894-ad6d-4c87-ad58-29dc1d66faa1,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+9efea894-ad6d-4c87-ad58-29dc1d66faa1
2022-01-16 22:34,Jimmy Butler,56174,Base Set,Common,4,Dunk,2021-10-25 23:30:00+00:00,Miami Heat,60000,41575,0,5968,18083,0,2,3.00,0,3.00,0.00,0.00,0.00,2975,2022-01-11 21:11:21+00:00,,,,,VISIBLE,a1086d6a-d1b8-4b16-8ab0-628088664404,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+a1086d6a-d1b8-4b16-8ab0-628088664404
2022-01-16 22:34,Jimmy Butler,6045,Base Set,Common,4,Dunk,2021-10-25 23:30:00+00:00,Miami Heat,60000,41575,0,5968,18083,0,2,3.00,0,3.00,0.00,0.00,0.00,2975,2021-11-29 23:58:18+00:00,,,,,VISIBLE,a1086d6a-d1b8-4b16-8ab0-628088664404,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+a1086d6a-d1b8-4b16-8ab0-628088664404
2022-01-16 22:34,Malik Monk,27122,Base Set,Common,4,Dunk,2021-10-28 00:00:00+00:00,Los Angeles Lakers,60000,41407,0,6136,19885,0,2,1.00,2,3.00,0.00,0.00,-25.00,1423,2021-11-29 23:32:26+00:00,,,,,VISIBLE,ddbe01f0-9207-47a4-9eff-be191d5260d2,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+ddbe01f0-9207-47a4-9eff-be191d5260d2
2022-01-16 22:34,Javonte Green,24322,Base Set,Common,4,Dunk,2021-10-23 00:00:00+00:00,Chicago Bulls,60000,41345,0,6199,20993,0,2,3.00,0,3.00,50.00,0.00,0.00,2546,2021-11-13 01:54:36+00:00,,,,,VISIBLE,d2154aba-a796-4696-bc20-3da8eb2aa036,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d2154aba-a796-4696-bc20-3da8eb2aa036
2022-01-16 22:34,Cam Reddish,53153,Base Set,Common,4,Dunk,2021-10-21 23:30:00+00:00,Atlanta Hawks,60000,41318,0,6226,21164,0,2,3.00,0,3.00,0.00,0.00,0.00,2528,2021-11-30 00:00:02+00:00,,,,,VISIBLE,c7cf6044-ec3e-46cf-a0c2-c4b49b841a5b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+c7cf6044-ec3e-46cf-a0c2-c4b49b841a5b
2022-01-16 22:34,Jordan Poole,49670,Base Set,Common,4,Layup,2021-10-20 02:00:00+00:00,Golden State Warriors,60000,41442,0,6102,19146,0,2,0.00,3,3.00,0.00,0.00,0.00,1158,2022-01-04 03:41:11+00:00,,,,,VISIBLE,f1e12181-c051-4a19-b8be-34b4dabcc3f2,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f1e12181-c051-4a19-b8be-34b4dabcc3f2
2022-01-16 22:34,Jeff Green,56171,Base Set,Common,4,Layup,2021-10-30 02:00:00+00:00,Denver Nuggets,60000,41388,0,6156,21573,0,2,3.00,0,3.00,0.00,0.00,0.00,2343,2021-11-29 23:59:30+00:00,,,,,VISIBLE,dfa01708-9c24-439c-854e-fb62ef23817b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+dfa01708-9c24-439c-854e-fb62ef23817b
2022-01-16 22:34,Isaiah Roby,38756,Base Set,Common,4,Dunk,2021-10-21 01:00:00+00:00,Oklahoma City Thunder,60000,41317,0,6226,22369,0,2,3.00,0,3.00,0.00,0.00,0.00,1980,2022-01-11 21:11:21+00:00,,,,,VISIBLE,4d871859-cc63-46a8-ba51-80e14abce331,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4d871859-cc63-46a8-ba51-80e14abce331
2022-01-16 22:34,Christian Wood,36629,Base Set,Common,4,Dunk,2021-10-24 23:00:00+00:00,Houston Rockets,60000,41593,0,5951,21250,0,2,0.00,3,3.00,0.00,0.00,0.00,1234,2021-12-24 05:16:18+00:00,,,,,VISIBLE,599c9352-266f-48bc-8ef6-c633147dd710,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+599c9352-266f-48bc-8ef6-c633147dd710
2022-01-16 22:34,Chris Bosh,9837,Vintage Vibes,Fandom,3,Dunk,2006-03-12 23:00:00+00:00,Toronto Raptors,41667,39868,0,1799,149,0,15,6.00,0,6.00,0.00,0.00,0.00,1092,2021-11-12 02:27:15+00:00,,,,,CHALLENGE_REWARD_RELEASED,25e49649-3d3f-46c6-b347-097e883a3f62,9a009433-a0f7-4f02-80a1-59c2837b7384,https://nbatopshot.com/listings/p2p/9a009433-a0f7-4f02-80a1-59c2837b7384+25e49649-3d3f-46c6-b347-097e883a3f62
2022-01-16 22:34,Svi Mykhailiuk,31259,Base Set,Common,4,Dunk,2021-10-30 23:30:00+00:00,Toronto Raptors,60000,41386,0,5435,23320,0,2,3.00,0,3.00,0.00,50.00,0.00,2231,2021-11-13 01:55:18+00:00,,,,,VISIBLE,07607578-487a-49e7-954e-4861f7a0f7ac,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+07607578-487a-49e7-954e-4861f7a0f7ac
2022-01-16 22:33,Jalen Brunson,4858,Base Set,Common,4,Layup,2021-11-02 23:30:00+00:00,Dallas Mavericks,60000,41460,0,5329,21756,0,2,3.00,0,3.00,0.00,0.00,0.00,2190,2021-11-13 01:55:18+00:00,,,,,VISIBLE,1f66e240-b866-46e6-bd19-1c452d42ac5f,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+1f66e240-b866-46e6-bd19-1c452d42ac5f
2022-01-16 22:33,Alex Caruso,57214,Base Set,Common,4,Dunk,2021-10-23 00:00:00+00:00,Chicago Bulls,60000,41595,0,5194,20888,0,2,3.00,0,3.00,0.00,50.00,0.00,2453,2021-11-13 01:52:13+00:00,,,,,VISIBLE,7574a00f-da12-4fc0-85c0-ded99b1b9615,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+7574a00f-da12-4fc0-85c0-ded99b1b9615
2022-01-16 22:33,Bradley Beal,11436,Base Set,Common,4,Layup,2021-11-01 23:30:00+00:00,Washington Wizards,60000,41427,0,5394,20356,0,2,3.00,0,3.00,0.00,0.00,0.00,2787,2021-11-13 01:55:18+00:00,,,,,VISIBLE,a6de2694-3f4a-4767-9679-7697b538f6d3,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+a6de2694-3f4a-4767-9679-7697b538f6d3
2022-01-16 22:33,Reggie Jackson,36800,Base Set,Common,4,Layup,2021-11-04 00:00:00+00:00,LA Clippers,60000,41499,0,5290,22645,0,2,3.00,0,3.00,0.00,0.00,0.00,2556,2022-01-11 21:13:33+00:00,,,,,VISIBLE,5f47fe8b-f17a-4169-9571-f0ca23001531,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+5f47fe8b-f17a-4169-9571-f0ca23001531
2022-01-16 22:33,Reggie Jackson,3539,Base Set,Common,4,Layup,2021-11-04 00:00:00+00:00,LA Clippers,60000,41499,0,5290,22645,0,2,3.00,0,3.00,0.00,0.00,0.00,2556,2021-11-13 01:52:13+00:00,,,,,VISIBLE,5f47fe8b-f17a-4169-9571-f0ca23001531,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+5f47fe8b-f17a-4169-9571-f0ca23001531
2022-01-16 22:33,Ish Smith,10799,Base Set,Common,4,Assist,2021-10-31 23:00:00+00:00,Charlotte Hornets,60000,41534,0,5255,22407,0,2,3.00,0,3.00,0.00,0.00,50.00,2226,2021-11-13 01:53:49+00:00,,,,,VISIBLE,5fb2c267-41d5-46e9-8938-f720866bd498,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+5fb2c267-41d5-46e9-8938-f720866bd498
2022-01-16 22:33,Caris LeVert,47130,Base Set,Common,4,3 Pointer,2021-11-01 23:00:00+00:00,Indiana Pacers,60000,41583,0,5206,22487,0,2,1.00,2,3.00,50.00,0.00,0.00,2510,2022-01-10 22:46:06+00:00,,,,,VISIBLE,60d7e3fd-179d-4e8d-84ee-59097999af24,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+60d7e3fd-179d-4e8d-84ee-59097999af24
2022-01-16 22:33,Anfernee Simons,46680,Base Set,Common,4,Handles,2021-11-01 23:00:00+00:00,Portland Trail Blazers,60000,41405,0,5384,22917,0,2,2.00,0,2.00,-33.33,-33.33,-33.33,1710,2021-11-13 01:52:47+00:00,,,,,VISIBLE,f5eac8fc-3c0f-428c-abef-841f1f8f4b19,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f5eac8fc-3c0f-428c-abef-841f1f8f4b19
2022-01-16 22:33,JaVale McGee,38858,Base Set,Common,4,Dunk,2021-10-31 02:00:00+00:00,Phoenix Suns,60000,41476,0,5313,22922,0,2,3.00,0,3.00,0.00,0.00,0.00,2335,2021-11-13 01:54:35+00:00,,,,,VISIBLE,74d04615-cf69-4152-9aa6-f4555dc83ee1,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+74d04615-cf69-4152-9aa6-f4555dc83ee1
2022-01-16 22:33,Jayson Tatum,30001,Base Set,Common,4,Handles,2021-11-01 23:30:00+00:00,Boston Celtics,60000,41662,0,5127,18165,0,2,-3.00,6,3.00,0.00,0.00,0.00,1959,2021-11-18 03:03:40+00:00,,,,,VISIBLE,89accd64-9c4d-4469-bb27-af7bf7941f26,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+89accd64-9c4d-4469-bb27-af7bf7941f26
2022-01-16 22:33,Mike Conley,45687,Base Set,Common,4,Layup,2021-11-03 01:00:00+00:00,Utah Jazz,60000,41498,0,5323,21782,0,2,2.00,0,2.00,-33.33,-33.33,-33.33,1714,2022-01-08 01:23:43+00:00,,,,,VISIBLE,e7f909c5-b3a0-4e89-a6eb-c5dd5a48d443,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+e7f909c5-b3a0-4e89-a6eb-c5dd5a48d443
2022-01-16 22:33,Mike Conley,34915,Base Set,Common,4,Layup,2021-11-03 01:00:00+00:00,Utah Jazz,60000,41498,0,5323,21782,0,2,2.00,0,2.00,-33.33,-33.33,-33.33,1714,2021-11-13 01:52:47+00:00,,,,,VISIBLE,e7f909c5-b3a0-4e89-a6eb-c5dd5a48d443,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+e7f909c5-b3a0-4e89-a6eb-c5dd5a48d443
2022-01-16 22:33,Mike Conley,16180,Base Set,Common,4,Layup,2021-11-03 01:00:00+00:00,Utah Jazz,60000,41498,0,5323,21782,0,2,2.00,0,2.00,-33.33,-33.33,-33.33,1714,2021-11-13 01:52:47+00:00,,,,,VISIBLE,e7f909c5-b3a0-4e89-a6eb-c5dd5a48d443,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+e7f909c5-b3a0-4e89-a6eb-c5dd5a48d443
2022-01-16 22:33,Trey Lyles,11278,Base Set,Common,4,Layup,2021-10-31 23:30:00+00:00,Detroit Pistons,60000,41484,0,5305,23329,0,2,-1.00,4,3.00,0.00,0.00,0.00,979,2021-12-24 05:15:17+00:00,,,,,VISIBLE,f218a551-d01c-480b-96cf-91ba06ed085b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f218a551-d01c-480b-96cf-91ba06ed085b
2022-01-16 22:33,Mo Bamba,12804,Base Set,Common,4,Dunk,2021-10-29 23:00:00+00:00,Orlando Magic,60000,41583,0,5206,22521,0,2,3.00,0,3.00,0.00,0.00,0.00,2610,2021-11-13 01:53:49+00:00,,,,,VISIBLE,65375d2a-9e9a-4b78-9552-ab6aff55b5ac,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+65375d2a-9e9a-4b78-9552-ab6aff55b5ac
2022-01-16 22:33,Keldon Johnson,29851,Base Set,Common,4,Dunk,2021-11-01 23:00:00+00:00,San Antonio Spurs,60000,41480,0,5301,21552,0,2,2.00,0,2.00,-33.33,-33.33,-33.33,2105,2021-11-13 01:54:35+00:00,,,,,VISIBLE,945cda97-c19a-4865-9da7-dcca7245c24a,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+945cda97-c19a-4865-9da7-dcca7245c24a
2022-01-16 22:32,Devin Booker,56283,Base Set,Common,4,Steal,2021-11-03 02:00:00+00:00,Phoenix Suns,60000,41816,0,4973,18470,0,2,1.00,2,3.00,0.00,0.00,0.00,2321,2021-12-30 20:19:20+00:00,,,,,VISIBLE,6d9093ef-c4ea-4076-85d7-209bb4f4808e,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+6d9093ef-c4ea-4076-85d7-209bb4f4808e
2022-01-16 22:32,Satou Sabally,6680,WNBA 2021,Fandom,3,Handles,2021-06-09 02:00:00+00:00,Dallas Wings,10099,9725,0,374,5,0,30,10.00,0,10.00,0.00,0.00,0.00,198,2021-11-23 03:02:59+00:00,,,,,CHALLENGE_REWARD_RELEASED,de9bd123-c314-4902-9369-ed674cfbba64,69ae4a5a-6ddf-4bcd-9f7f-0d53f604ecd3,https://nbatopshot.com/listings/p2p/69ae4a5a-6ddf-4bcd-9f7f-0d53f604ecd3+de9bd123-c314-4902-9369-ed674cfbba64
2022-01-16 22:32,Jordan Clarkson,17365,Base Set,Common,4,Steal,2021-10-29 00:00:00+00:00,Utah Jazz,60000,38731,0,6599,23569,0,2,0.00,3,3.00,0.00,0.00,0.00,1896,2021-12-28 03:53:39+00:00,,,,,VISIBLE,a3451fb5-a6dc-4cea-b705-833e2052c7fe,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+a3451fb5-a6dc-4cea-b705-833e2052c7fe
2022-01-16 22:32,Bojan Bogdanović,8749,Base Set,Common,4,Handles,2021-11-07 23:00:00+00:00,Utah Jazz,60000,38646,0,6684,24376,0,2,3.00,0,3.00,0.00,50.00,0.00,2114,2021-11-29 23:59:41+00:00,,,,,VISIBLE,70f27416-a846-4922-8e25-508c82e9bf64,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+70f27416-a846-4922-8e25-508c82e9bf64
2022-01-16 22:32,Andre Drummond,53107,Base Set,Common,4,Dunk,2021-11-09 00:00:00+00:00,Philadelphia 76ers,60000,38726,0,6604,24103,0,2,1.00,2,3.00,50.00,50.00,0.00,2564,2021-11-30 01:53:57+00:00,,,,,VISIBLE,4bd2b975-2ce0-46db-ac95-5878f5b42bfd,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4bd2b975-2ce0-46db-ac95-5878f5b42bfd
2022-01-16 22:32,P.J. Tucker,51563,Base Set,Common,4,Dunk,2021-11-11 03:00:00+00:00,Miami Heat,60000,38710,0,6620,23995,0,2,3.00,0,3.00,0.00,0.00,0.00,2667,2021-11-29 23:58:31+00:00,,,,,VISIBLE,723f9ffd-a24f-42b4-bae5-c0b2d3f03f18,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+723f9ffd-a24f-42b4-bae5-c0b2d3f03f18
2022-01-16 22:32,Draymond Green,42173,Base Set,Common,4,Dunk,2021-11-06 02:00:00+00:00,Golden State Warriors,60000,38647,0,6683,21815,0,2,3.00,0,3.00,0.00,0.00,0.00,2695,2021-11-29 23:56:47+00:00,,,,,VISIBLE,ff5b8ae3-eb77-478b-a1b4-5ae4deb0a585,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+ff5b8ae3-eb77-478b-a1b4-5ae4deb0a585
2022-01-16 22:32,Al Horford,59086,Base Set,Common,4,Dunk,2021-11-04 23:30:00+00:00,Boston Celtics,60000,38762,0,6568,23725,0,2,3.00,0,3.00,0.00,0.00,0.00,2662,2021-11-29 23:57:52+00:00,,,,,VISIBLE,468a3eae-5eb5-4476-8441-79e19ad7e484,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+468a3eae-5eb5-4476-8441-79e19ad7e484
2022-01-16 22:32,Talen Horton-Tucker,49312,Base Set,Common,4,Dunk,2021-11-16 03:30:00+00:00,Los Angeles Lakers,60000,38594,0,6736,23092,0,2,1.00,2,3.00,0.00,0.00,0.00,2162,2021-11-29 23:29:04+00:00,,,,,VISIBLE,7995e88d-4642-4991-8fca-8f75beccca66,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+7995e88d-4642-4991-8fca-8f75beccca66
2022-01-16 22:32,DeAndre Jordan,1641,Base Set,Common,4,Dunk,2021-11-09 03:30:00+00:00,Los Angeles Lakers,60000,38646,0,6684,23681,0,2,-1.00,3,2.00,-33.33,-33.33,-33.33,2356,2021-11-29 23:50:20+00:00,,,,,VISIBLE,d0988cc2-a119-4e7e-be35-45c5c147cbd3,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d0988cc2-a119-4e7e-be35-45c5c147cbd3
2022-01-16 22:32,Andre Iguodala,43423,Base Set,Common,4,Assist,2021-11-06 02:00:00+00:00,Golden State Warriors,60000,38745,0,6585,23144,0,2,3.00,0,3.00,0.00,0.00,0.00,2438,2022-01-11 21:13:36+00:00,,,,,VISIBLE,aac5697a-d359-4840-ac11-957e6a056efb,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+aac5697a-d359-4840-ac11-957e6a056efb
2022-01-16 22:32,Luka Dončić,43997,Base Set,Common,4,Assist,2021-10-27 00:30:00+00:00,Dallas Mavericks,60000,38740,0,6590,16243,0,2,1.00,3,4.00,0.00,0.00,0.00,2229,2022-01-15 07:55:05+00:00,,,,,VISIBLE,d7c46f00-33bf-4828-b46b-f6367b11522b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d7c46f00-33bf-4828-b46b-f6367b11522b
2022-01-16 22:31,Kelly Oubre Jr.,10330,Fresh Threads,Common,4,Dunk,2021-10-20 23:00:00+00:00,Charlotte Hornets,11111,9525,0,1586,8,0,2,7.00,20,27.00,0.00,-3.57,-6.90,166,2021-12-06 21:23:35+00:00,,,,,VISIBLE,25c4d4af-f5e5-4922-ade8-042837cb06df,d555de31-130c-4682-be6b-62c9575418e0,https://nbatopshot.com/listings/p2p/d555de31-130c-4682-be6b-62c9575418e0+25c4d4af-f5e5-4922-ade8-042837cb06df
2022-01-16 22:31,Patrick Beverley,6418,Fresh Threads,Common,4,Assist,2021-10-28 00:00:00+00:00,Minnesota Timberwolves,11111,9457,0,1654,14,0,2,8.00,9,17.00,0.00,0.00,0.00,219,2021-11-30 04:27:27+00:00,,,,,VISIBLE,5a17be04-bab9-48d2-8117-126d5f4f5630,d555de31-130c-4682-be6b-62c9575418e0,https://nbatopshot.com/listings/p2p/d555de31-130c-4682-be6b-62c9575418e0+5a17be04-bab9-48d2-8117-126d5f4f5630
2022-01-16 22:31,Montrezl Harrell,10291,Fresh Threads,Common,4,3 Pointer,2021-10-30 21:00:00+00:00,Washington Wizards,11111,9441,0,1670,8,0,2,0.00,8,8.00,0.00,0.00,14.29,491,2021-11-30 04:58:15+00:00,,,,,VISIBLE,1bd19683-399c-4a8e-b9f9-046d9726d8f4,d555de31-130c-4682-be6b-62c9575418e0,https://nbatopshot.com/listings/p2p/d555de31-130c-4682-be6b-62c9575418e0+1bd19683-399c-4a8e-b9f9-046d9726d8f4
2022-01-16 22:31,Montrezl Harrell,8468,Fresh Threads,Common,4,3 Pointer,2021-10-30 21:00:00+00:00,Washington Wizards,11111,9441,0,1670,8,0,2,2.00,6,8.00,0.00,0.00,14.29,491,2022-01-08 23:19:46+00:00,,,,,VISIBLE,1bd19683-399c-4a8e-b9f9-046d9726d8f4,d555de31-130c-4682-be6b-62c9575418e0,https://nbatopshot.com/listings/p2p/d555de31-130c-4682-be6b-62c9575418e0+1bd19683-399c-4a8e-b9f9-046d9726d8f4
2022-01-16 22:31,Evan Fournier,7681,Fresh Threads,Common,4,Jump Shot,2021-10-20 23:30:00+00:00,New York Knicks,11111,9509,0,1602,24,0,2,2.00,7,9.00,0.00,0.00,0.00,518,2021-12-05 00:56:27+00:00,,,,,VISIBLE,a3c848cf-9a07-4f72-997c-73cbacbfde85,d555de31-130c-4682-be6b-62c9575418e0,https://nbatopshot.com/listings/p2p/d555de31-130c-4682-be6b-62c9575418e0+a3c848cf-9a07-4f72-997c-73cbacbfde85
2022-01-16 22:31,Ricky Rubio,4243,Fresh Threads,Common,4,Handles,2021-10-23 22:00:00+00:00,Cleveland Cavaliers,11111,9468,0,1643,20,0,2,-3.00,12,9.00,0.00,0.00,12.50,521,2021-11-30 04:45:45+00:00,,,,,VISIBLE,df3012c2-93b0-4a5f-9350-75c8c03cb96f,d555de31-130c-4682-be6b-62c9575418e0,https://nbatopshot.com/listings/p2p/d555de31-130c-4682-be6b-62c9575418e0+df3012c2-93b0-4a5f-9350-75c8c03cb96f
2022-01-16 22:31,Devonte' Graham,2197,Fresh Threads,Common,4,3 Pointer,2021-10-27 23:30:00+00:00,New Orleans Pelicans,11111,9499,0,1612,16,0,2,0.00,10,10.00,0.00,11.11,-9.09,370,2021-11-30 05:04:05+00:00,,,,,VISIBLE,1f5a1a52-aaa0-4c92-8ecd-866b14c8c515,d555de31-130c-4682-be6b-62c9575418e0,https://nbatopshot.com/listings/p2p/d555de31-130c-4682-be6b-62c9575418e0+1f5a1a52-aaa0-4c92-8ecd-866b14c8c515
2022-01-16 22:31,Kyle Lowry,4512,Fresh Threads,Common,4,Assist,2021-10-25 23:30:00+00:00,Miami Heat,11111,9430,0,1681,13,0,2,2.00,9,11.00,0.00,10.00,0.00,525,2021-12-04 17:14:00+00:00,,,,,VISIBLE,40012e13-8d70-4654-875a-e3bf5988cad5,d555de31-130c-4682-be6b-62c9575418e0,https://nbatopshot.com/listings/p2p/d555de31-130c-4682-be6b-62c9575418e0+40012e13-8d70-4654-875a-e3bf5988cad5
2022-01-16 22:31,DeMar DeRozan,5675,Fresh Threads,Common,4,Layup,2021-10-25 23:30:00+00:00,Chicago Bulls,11111,9503,0,1608,8,0,2,12.00,10,22.00,0.00,-4.35,-4.35,190,2021-12-09 02:44:47+00:00,,,,,VISIBLE,a15e8e9b-7869-4f05-b3a1-c1cf17272037,d555de31-130c-4682-be6b-62c9575418e0,https://nbatopshot.com/listings/p2p/d555de31-130c-4682-be6b-62c9575418e0+a15e8e9b-7869-4f05-b3a1-c1cf17272037
2022-01-16 22:31,Steven Adams,5813,Fresh Threads,Common,4,Assist,2021-10-24 02:30:00+00:00,Memphis Grizzlies,11111,9457,0,1654,21,0,2,1.00,7,8.00,0.00,0.00,14.29,415,2021-11-30 03:50:49+00:00,,,,,VISIBLE,9b1769f0-d5d2-438c-b43d-91ba88e9678b,d555de31-130c-4682-be6b-62c9575418e0,https://nbatopshot.com/listings/p2p/d555de31-130c-4682-be6b-62c9575418e0+9b1769f0-d5d2-438c-b43d-91ba88e9678b
